Data;DP;Localidade;munic;Regiao;Ocorrencias;Qtde;Qtde Últimos 30 dias;Qtde Últimos 60 dias;Qtde Últimos 90 dias;Qtde YoY;Part. Ocorrencia
01/02/2017 00:00;142ª DP;Cambuci,Rio de Janeiro,RJ,Brazil;Cambuci;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;144ª DP;Bom Jesus de Itabapoana,Rio de Janeiro,RJ,Brazil;Bom Jesus de Itabapoana;Interior;furto_transeunte;0;0;1;1;0.00%;0.00%
01/02/2017 00:00;145ª DP;São João da Barra,Rio de Janeiro,RJ,Brazil;São João da Barra;Interior;furto_transeunte;0;0;2;2;0.00%;0.00%
01/02/2017 00:00;146ª DP;Campos dos Goytacazes,Rio de Janeiro,RJ,Brazil;Campos dos Goytacazes;Interior;furto_transeunte;1;1;2;2;0.00%;3.33%
01/02/2017 00:00;147ª DP;São Francisco de Itabapoana,Rio de Janeiro,RJ,Brazil;São Francisco de Itabapoana;Interior;furto_transeunte;0;0;1;1;0.00%;0.00%
01/02/2017 00:00;148ª DP;"Cardoso Moreira;Italva,Rio de Janeiro,RJ,Brazil";"Cardoso Moreira;Italva";Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;14ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;59;59;132;132;0.00%;42.75%
01/02/2017 00:00;151ª DP;Nova Friburgo,Rio de Janeiro,RJ,Brazil;Nova Friburgo;Interior;furto_transeunte;1;1;9;9;0.00%;0.98%
01/02/2017 00:00;152ª DP;Duas Barras,Rio de Janeiro,RJ,Brazil;Duas Barras;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;153ª DP;Cantagalo,Rio de Janeiro,RJ,Brazil;Cantagalo;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;154ª DP;"Cordeiro;Macuco,Rio de Janeiro,RJ,Brazil";"Cordeiro;Macuco";Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;155ª DP;São Sebastião do Alto,Rio de Janeiro,RJ,Brazil;São Sebastião do Alto;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;156ª DP;Santa Maria Madalena,Rio de Janeiro,RJ,Brazil;Santa Maria Madalena;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;157ª DP;Trajano de Morais,Rio de Janeiro,RJ,Brazil;Trajano de Morais;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;158ª DP;Bom Jardim,Rio de Janeiro,RJ,Brazil;Bom Jardim;Interior;furto_transeunte;0;0;1;1;0.00%;0.00%
01/02/2017 00:00;159ª DP;Cachoeiras de Macacu,Rio de Janeiro,RJ,Brazil;Cachoeiras de Macacu;Interior;furto_transeunte;0;0;1;1;0.00%;0.00%
01/02/2017 00:00;15ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;8;8;19;19;0.00%;21.62%
01/02/2017 00:00;165ª DP;Mangaratiba,Rio de Janeiro,RJ,Brazil;Mangaratiba;Interior;furto_transeunte;0;0;2;2;0.00%;0.00%
01/02/2017 00:00;166ª DP;Angra dos Reis,Rio de Janeiro,RJ,Brazil;Angra dos Reis;Interior;furto_transeunte;1;1;4;4;0.00%;1.45%
01/02/2017 00:00;167ª DP;Paraty,Rio de Janeiro,RJ,Brazil;Paraty;Interior;furto_transeunte;0;0;3;3;0.00%;0.00%
01/02/2017 00:00;168ª DP;Rio Claro,Rio de Janeiro,RJ,Brazil;Rio Claro;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;16ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;20;20;58;58;0.00%;10.00%
01/02/2017 00:00;17ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;11;11;24;24;0.00%;7.75%
01/02/2017 00:00;18ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;11;11;30;30;0.00%;6.92%
01/02/2017 00:00;19ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;20;20;57;57;0.00%;11.90%
01/02/2017 00:00;1ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;48;48;85;85;0.00%;46.15%
01/02/2017 00:00;20ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;1;1;8;8;0.00%;0.97%
01/02/2017 00:00;21ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;6;6;25;25;0.00%;1.97%
01/02/2017 00:00;22ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;2;2;8;8;0.00%;1.32%
01/02/2017 00:00;23ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;4;4;28;28;0.00%;3.81%
01/02/2017 00:00;24ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;4;4;5;5;0.00%;6.45%
01/02/2017 00:00;25ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;7;7;21;21;0.00%;4.14%
01/02/2017 00:00;26ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;6;6;21;21;0.00%;6.06%
01/02/2017 00:00;27ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;1;1;11;11;0.00%;0.48%
01/02/2017 00:00;28ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;6;6;11;11;0.00%;2.80%
01/02/2017 00:00;29ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;23;23;48;48;0.00%;9.09%
01/02/2017 00:00;30ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;3;3;9;9;0.00%;2.31%
01/02/2017 00:00;31ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;0;0;4;4;0.00%;0.00%
01/02/2017 00:00;32ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;3;3;26;26;0.00%;3.19%
01/02/2017 00:00;33ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;1;1;11;11;0.00%;0.39%
01/02/2017 00:00;34ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;8;8;28;28;0.00%;2.04%
01/02/2017 00:00;35ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;18;18;58;58;0.00%;5.56%
01/02/2017 00:00;36ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;2;2;18;18;0.00%;1.29%
01/02/2017 00:00;37ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;16;16;31;31;0.00%;11.43%
01/02/2017 00:00;38ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;2;2;5;5;0.00%;1.00%
01/02/2017 00:00;39ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;3;3;13;13;0.00%;1.35%
01/02/2017 00:00;40ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;4;4;6;6;0.00%;1.44%
01/02/2017 00:00;41ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;1;1;5;5;0.00%;1.49%
01/02/2017 00:00;42ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;6;6;24;24;0.00%;4.92%
01/02/2017 00:00;43ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;1;1;2;2;0.00%;1.43%
01/02/2017 00:00;44ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;6;6;12;12;0.00%;6.67%
01/02/2017 00:00;45ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;48ª DP;Seropédica,Rio de Janeiro,RJ,Brazil;Seropédica;Baixada Fluminense;furto_transeunte;0;0;1;1;0.00%;0.00%
01/02/2017 00:00;4ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;24;24;95;95;0.00%;26.67%
01/02/2017 00:00;50ª DP;Itaguaí,Rio de Janeiro,RJ,Brazil;Itaguaí;Baixada Fluminense;furto_transeunte;0;0;5;5;0.00%;0.00%
01/02/2017 00:00;51ª DP;Paracambi,Rio de Janeiro,RJ,Brazil;Paracambi;Baixada Fluminense;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;52ª DP;Nova Iguaçu,Rio de Janeiro,RJ,Brazil;Nova Iguaçu;Baixada Fluminense;furto_transeunte;10;10;40;40;0.00%;4.74%
01/02/2017 00:00;53ª DP;Mesquita,Rio de Janeiro,RJ,Brazil;Mesquita;Baixada Fluminense;furto_transeunte;1;1;24;24;0.00%;0.64%
01/02/2017 00:00;54ª DP;Belford Roxo,Rio de Janeiro,RJ,Brazil;Belford Roxo;Baixada Fluminense;furto_transeunte;2;2;10;10;0.00%;0.56%
01/02/2017 00:00;55ª DP;Queimados,Rio de Janeiro,RJ,Brazil;Queimados;Baixada Fluminense;furto_transeunte;3;3;9;9;0.00%;3.80%
01/02/2017 00:00;56ª DP;Nova Iguaçu,Rio de Janeiro,RJ,Brazil;Nova Iguaçu;Baixada Fluminense;furto_transeunte;0;0;3;3;0.00%;0.00%
01/02/2017 00:00;57ª DP;Nilópolis,Rio de Janeiro,RJ,Brazil;Nilópolis;Baixada Fluminense;furto_transeunte;1;1;8;8;0.00%;0.60%
01/02/2017 00:00;58ª DP;Nova Iguaçu,Rio de Janeiro,RJ,Brazil;Nova Iguaçu;Baixada Fluminense;furto_transeunte;1;1;9;9;0.00%;0.37%
01/02/2017 00:00;59ª DP;Duque de Caxias,Rio de Janeiro,RJ,Brazil;Duque de Caxias;Baixada Fluminense;furto_transeunte;6;6;55;55;0.00%;1.55%
01/02/2017 00:00;5ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;62;62;161;161;0.00%;29.38%
01/02/2017 00:00;60ª DP;Duque de Caxias,Rio de Janeiro,RJ,Brazil;Duque de Caxias;Baixada Fluminense;furto_transeunte;2;2;7;7;0.00%;1.08%
01/02/2017 00:00;61ª DP;Duque de Caxias,Rio de Janeiro,RJ,Brazil;Duque de Caxias;Baixada Fluminense;furto_transeunte;0;0;1;1;0.00%;0.00%
01/02/2017 00:00;62ª DP;Duque de Caxias,Rio de Janeiro,RJ,Brazil;Duque de Caxias;Baixada Fluminense;furto_transeunte;1;1;4;4;0.00%;0.92%
01/02/2017 00:00;63ª DP;Japeri,Rio de Janeiro,RJ,Brazil;Japeri;Baixada Fluminense;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;64ª DP;São João de Meriti,Rio de Janeiro,RJ,Brazil;São João de Meriti;Baixada Fluminense;furto_transeunte;3;3;17;17;0.00%;0.60%
01/02/2017 00:00;65ª DP;Magé,Rio de Janeiro,RJ,Brazil;Magé;Baixada Fluminense;furto_transeunte;0;0;5;5;0.00%;0.00%
01/02/2017 00:00;66ª DP;Magé,Rio de Janeiro,RJ,Brazil;Magé;Baixada Fluminense;furto_transeunte;3;3;10;10;0.00%;2.88%
01/02/2017 00:00;67ª DP;Guapimirim,Rio de Janeiro,RJ,Brazil;Guapimirim;Baixada Fluminense;furto_transeunte;0;0;2;2;0.00%;0.00%
01/02/2017 00:00;6ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;17;17;36;36;0.00%;13.49%
01/02/2017 00:00;70ª DP;Tanguá,Rio de Janeiro,RJ,Brazil;Tanguá;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;71ª DP;Itaboraí,Rio de Janeiro,RJ,Brazil;Itaboraí;Interior;furto_transeunte;1;1;8;8;0.00%;0.61%
01/02/2017 00:00;72ª DP;São Gonçalo,Rio de Janeiro,RJ,Brazil;São Gonçalo;Grande Niterói;furto_transeunte;18;18;35;35;0.00%;4.22%
01/02/2017 00:00;73ª DP;São Gonçalo,Rio de Janeiro,RJ,Brazil;São Gonçalo;Grande Niterói;furto_transeunte;7;7;29;29;0.00%;2.06%
01/02/2017 00:00;74ª DP;São Gonçalo,Rio de Janeiro,RJ,Brazil;São Gonçalo;Grande Niterói;furto_transeunte;7;7;28;28;0.00%;2.41%
01/02/2017 00:00;75ª DP;São Gonçalo,Rio de Janeiro,RJ,Brazil;São Gonçalo;Grande Niterói;furto_transeunte;1;1;3;3;0.00%;0.75%
01/02/2017 00:00;76ª DP;Niterói,Rio de Janeiro,RJ,Brazil;Niterói;Grande Niterói;furto_transeunte;17;17;43;43;0.00%;11.56%
01/02/2017 00:00;77ª DP;Niterói,Rio de Janeiro,RJ,Brazil;Niterói;Grande Niterói;furto_transeunte;3;3;21;21;0.00%;4.11%
01/02/2017 00:00;78ª DP;Niterói,Rio de Janeiro,RJ,Brazil;Niterói;Grande Niterói;furto_transeunte;1;1;3;3;0.00%;0.57%
01/02/2017 00:00;79ª DP;Niterói,Rio de Janeiro,RJ,Brazil;Niterói;Grande Niterói;furto_transeunte;2;2;10;10;0.00%;2.70%
01/02/2017 00:00;7ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;9;9;11;11;0.00%;11.84%
01/02/2017 00:00;81ª DP;Niterói,Rio de Janeiro,RJ,Brazil;Niterói;Grande Niterói;furto_transeunte;1;1;3;3;0.00%;0.83%
01/02/2017 00:00;82ª DP;Maricá,Rio de Janeiro,RJ,Brazil;Maricá;Grande Niterói;furto_transeunte;13;13;22;22;0.00%;7.34%
01/02/2017 00:00;88ª DP;Barra do Pirai,Rio de Janeiro,RJ,Brazil;Barra do Pirai;Interior;furto_transeunte;0;0;3;3;0.00%;0.00%
01/02/2017 00:00;89ª DP;Resende,Rio de Janeiro,RJ,Brazil;Resende;Interior;furto_transeunte;2;2;5;5;0.00%;4.76%
01/02/2017 00:00;90ª DP;Barra Mansa,Rio de Janeiro,RJ,Brazil;Barra Mansa;Interior;furto_transeunte;2;2;10;10;0.00%;4.88%
01/02/2017 00:00;91ª DP;Valença,Rio de Janeiro,RJ,Brazil;Valença;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;92ª DP;Rio das Flores,Rio de Janeiro,RJ,Brazil;Rio das Flores;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;93ª DP;Volta Redonda,Rio de Janeiro,RJ,Brazil;Volta Redonda;Interior;furto_transeunte;1;1;10;10;0.00%;1.69%
01/02/2017 00:00;94ª DP;Piraí,Rio de Janeiro,RJ,Brazil;Piraí;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;95ª DP;Vassouras,Rio de Janeiro,RJ,Brazil;Vassouras;Interior;furto_transeunte;1;1;1;1;0.00%;6.67%
01/02/2017 00:00;97ª DP;Mendes,Rio de Janeiro,RJ,Brazil;Mendes;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;98ª DP;Engenheiro Paulo de Frontin,Rio de Janeiro,RJ,Brazil;Engenheiro Paulo de Frontin;Interior;furto_transeunte;2;2;2;2;0.00%;14.29%
01/02/2017 00:00;99ª DP;Itatiaia,Rio de Janeiro,RJ,Brazil;Itatiaia;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/02/2017 00:00;9ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;29;29;56;56;0.00%;19.46%
01/03/2017 00:00;101ª DP;Pinheiral,Rio de Janeiro,RJ,Brazil;Pinheiral;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;104ª DP;São José do Vale do Rio Preto,Rio de Janeiro,RJ,Brazil;São José do Vale do Rio Preto;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;105ª DP;Petrópolis,Rio de Janeiro,RJ,Brazil;Petrópolis;Interior;furto_transeunte;13;15;24;24;0.00%;9.03%
01/03/2017 00:00;106ª DP;Petrópolis,Rio de Janeiro,RJ,Brazil;Petrópolis;Interior;furto_transeunte;0;0;1;1;0.00%;0.00%
01/03/2017 00:00;107ª DP;Paraíba do Sul,Rio de Janeiro,RJ,Brazil;Paraíba do Sul;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;109ª DP;Sapucaia,Rio de Janeiro,RJ,Brazil;Sapucaia;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;10ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;44;62;84;84;0.00%;20.75%
01/03/2017 00:00;110ª DP;Teresópolis,Rio de Janeiro,RJ,Brazil;Teresópolis;Interior;furto_transeunte;3;6;12;12;0.00%;3.03%
01/03/2017 00:00;111ª DP;Sumidouro,Rio de Janeiro,RJ,Brazil;Sumidouro;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;112ª DP;Carmo,Rio de Janeiro,RJ,Brazil;Carmo;Interior;furto_transeunte;1;1;1;1;0.00%;16.67%
01/03/2017 00:00;118ª DP;Araruama,Rio de Janeiro,RJ,Brazil;Araruama;Interior;furto_transeunte;5;5;8;8;0.00%;3.76%
01/03/2017 00:00;119ª DP;Rio Bonito,Rio de Janeiro,RJ,Brazil;Rio Bonito;Interior;furto_transeunte;0;0;1;1;0.00%;0.00%
01/03/2017 00:00;11ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;1;3;4;4;0.00%;5.56%
01/03/2017 00:00;120ª DP;Silva Jardim,Rio de Janeiro,RJ,Brazil;Silva Jardim;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;121ª DP;Casimiro de Abreu,Rio de Janeiro,RJ,Brazil;Casimiro de Abreu;Interior;furto_transeunte;2;3;4;4;0.00%;5.13%
01/03/2017 00:00;122ª DP;Conceição de Macabú,Rio de Janeiro,RJ,Brazil;Conceição de Macabú;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;123ª DP;Macaé,Rio de Janeiro,RJ,Brazil;Macaé;Interior;furto_transeunte;6;6;12;12;0.00%;5.56%
01/03/2017 00:00;124ª DP;Saquarema,Rio de Janeiro,RJ,Brazil;Saquarema;Interior;furto_transeunte;2;3;7;7;0.00%;2.67%
01/03/2017 00:00;125ª DP;São Pedro da Aldeia,Rio de Janeiro,RJ,Brazil;São Pedro da Aldeia;Interior;furto_transeunte;2;2;4;4;0.00%;3.08%
01/03/2017 00:00;126ª DP;Cabo Frio,Rio de Janeiro,RJ,Brazil;Cabo Frio;Interior;furto_transeunte;6;9;34;34;0.00%;4.80%
01/03/2017 00:00;127ª DP;Armação dos Búzios,Rio de Janeiro,RJ,Brazil;Armação dos Búzios;Interior;furto_transeunte;3;4;7;7;0.00%;11.54%
01/03/2017 00:00;128ª DP;Rio das Ostras,Rio de Janeiro,RJ,Brazil;Rio das Ostras;Interior;furto_transeunte;0;1;13;13;0.00%;0.00%
01/03/2017 00:00;129ª DP;Iguaba Grande,Rio de Janeiro,RJ,Brazil;Iguaba Grande;Interior;furto_transeunte;0;0;5;5;0.00%;0.00%
01/03/2017 00:00;12ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;77;117;290;290;0.00%;43.26%
01/03/2017 00:00;132ª DP;Arraial do Cabo,Rio de Janeiro,RJ,Brazil;Arraial do Cabo;Interior;furto_transeunte;1;1;1;1;0.00%;5.00%
01/03/2017 00:00;134ª DP;Campos dos Goytacazes,Rio de Janeiro,RJ,Brazil;Campos dos Goytacazes;Interior;furto_transeunte;4;4;14;14;0.00%;2.99%
01/03/2017 00:00;135ª DP;Itaocara,Rio de Janeiro,RJ,Brazil;Itaocara;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;137ª DP;Miracema,Rio de Janeiro,RJ,Brazil;Miracema;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;138ª DP;Laje do Muriaé,Rio de Janeiro,RJ,Brazil;Laje do Muriaé;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;139ª DP;Porciúncula,Rio de Janeiro,RJ,Brazil;Porciúncula;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;13ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;34;54;99;99;0.00%;43.04%
01/03/2017 00:00;140ª DP;"Natividade;Varre-Sai,Rio de Janeiro,RJ,Brazil";"Natividade;Varre-Sai";Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;141ª DP;São Fidélis,Rio de Janeiro,RJ,Brazil;São Fidélis;Interior;furto_transeunte;0;1;2;2;0.00%;0.00%
01/03/2017 00:00;142ª DP;Cambuci,Rio de Janeiro,RJ,Brazil;Cambuci;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;144ª DP;Bom Jesus de Itabapoana,Rio de Janeiro,RJ,Brazil;Bom Jesus de Itabapoana;Interior;furto_transeunte;0;0;1;1;0.00%;0.00%
01/03/2017 00:00;145ª DP;São João da Barra,Rio de Janeiro,RJ,Brazil;São João da Barra;Interior;furto_transeunte;0;0;2;2;0.00%;0.00%
01/03/2017 00:00;146ª DP;Campos dos Goytacazes,Rio de Janeiro,RJ,Brazil;Campos dos Goytacazes;Interior;furto_transeunte;0;1;2;2;0.00%;0.00%
01/03/2017 00:00;147ª DP;São Francisco de Itabapoana,Rio de Janeiro,RJ,Brazil;São Francisco de Itabapoana;Interior;furto_transeunte;0;0;1;1;0.00%;0.00%
01/03/2017 00:00;148ª DP;"Cardoso Moreira;Italva,Rio de Janeiro,RJ,Brazil";"Cardoso Moreira;Italva";Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;14ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;141;200;273;273;0.00%;40.99%
01/03/2017 00:00;151ª DP;Nova Friburgo,Rio de Janeiro,RJ,Brazil;Nova Friburgo;Interior;furto_transeunte;6;7;15;15;0.00%;4.26%
01/03/2017 00:00;152ª DP;Duas Barras,Rio de Janeiro,RJ,Brazil;Duas Barras;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;153ª DP;Cantagalo,Rio de Janeiro,RJ,Brazil;Cantagalo;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;154ª DP;"Cordeiro;Macuco,Rio de Janeiro,RJ,Brazil";"Cordeiro;Macuco";Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;155ª DP;São Sebastião do Alto,Rio de Janeiro,RJ,Brazil;São Sebastião do Alto;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;156ª DP;Santa Maria Madalena,Rio de Janeiro,RJ,Brazil;Santa Maria Madalena;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;157ª DP;Trajano de Morais,Rio de Janeiro,RJ,Brazil;Trajano de Morais;Interior;furto_transeunte;1;1;1;1;0.00%;7.69%
01/03/2017 00:00;158ª DP;Bom Jardim,Rio de Janeiro,RJ,Brazil;Bom Jardim;Interior;furto_transeunte;0;0;1;1;0.00%;0.00%
01/03/2017 00:00;159ª DP;Cachoeiras de Macacu,Rio de Janeiro,RJ,Brazil;Cachoeiras de Macacu;Interior;furto_transeunte;0;0;1;1;0.00%;0.00%
01/03/2017 00:00;15ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;20;28;39;39;0.00%;28.17%
01/03/2017 00:00;165ª DP;Mangaratiba,Rio de Janeiro,RJ,Brazil;Mangaratiba;Interior;furto_transeunte;4;4;6;6;0.00%;4.82%
01/03/2017 00:00;166ª DP;Angra dos Reis,Rio de Janeiro,RJ,Brazil;Angra dos Reis;Interior;furto_transeunte;1;2;5;5;0.00%;1.02%
01/03/2017 00:00;167ª DP;Paraty,Rio de Janeiro,RJ,Brazil;Paraty;Interior;furto_transeunte;2;2;5;5;0.00%;6.45%
01/03/2017 00:00;168ª DP;Rio Claro,Rio de Janeiro,RJ,Brazil;Rio Claro;Interior;furto_transeunte;0;0;0;0;0.00%;0.00%
01/03/2017 00:00;16ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;45;65;103;103;0.00%;15.57%
01/03/2017 00:00;17ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;8;19;32;32;0.00%;5.10%
01/03/2017 00:00;18ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;19;30;49;49;0.00%;8.52%
01/03/2017 00:00;19ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;19;39;76;76;0.00%;10.92%
01/03/2017 00:00;1ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;82;130;167;167;0.00%;40.39%
01/03/2017 00:00;20ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;14;15;22;22;0.00%;6.64%
01/03/2017 00:00;21ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;23;29;48;48;0.00%;5.71%
01/03/2017 00:00;22ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;8;10;16;16;0.00%;3.74%
01/03/2017 00:00;23ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;21;25;49;49;0.00%;8.82%
01/03/2017 00:00;24ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;9;13;14;14;0.00%;5.03%
01/03/2017 00:00;25ª DP;Rio de Janeiro,Rio de Janeiro,RJ,Brazil;Rio de Janeiro;Capital;furto_transeunte;24;31;45;45;0.00%;7.57%
